,Date,Sum_GAP,Sum_Others,Sum_Kitchen,Sum_Laundry,Sum_Heater_AC,forecastAC,forecastK,forecastL,forecastTotal,OnlyforecastAC,OnlyforecastK,OnlyforecastL,OnlyforecastTotal
215,4/8/2007,19083.16667,10167.16667,552,398,7966,6254.98486,1471.957347,1781.148821,17697.21275,NA,NA,NA,NA
216,5/8/2007,13118.3,6302.3,169,0,6647,4163.36617,1662.058488,2445.48357,17330.89822,NA,NA,NA,NA
217,6/8/2007,18162,9081,1096,0,7985,4139.608965,10.28717447,791.5292048,10826.43596,NA,NA,NA,NA
218,7/8/2007,24726.33333,13079.33333,437,2168,9042,4474.361498,67.31267589,1724.635721,12876.58617,NA,NA,NA,NA
219,8/8/2007,18758.03333,6932.033333,1055,1111,9660,4326.726162,452.7623122,2132.381396,12919.72238,NA,NA,NA,NA
220,9/8/2007,17861.33333,6518.333333,182,4515,6646,3584.408721,-8.252976684,671.3330127,9956.811619,NA,NA,NA,NA
221,10/8/2007,17133.5,5859.5,336,2651,8287,4774.107194,156.2600367,1171.597772,11672.65369,NA,NA,NA,NA
222,11/8/2007,18194.16667,5765.166667,1180,910,10339,5673.807649,1392.462598,1778.731374,16358.03627,NA,NA,NA,NA
223,12/8/2007,20698.4,9837.4,1123,1156,8582,3587.754814,1624.491831,2448.44315,16118.23572,NA,NA,NA,NA
224,13/8/2007,19216.86667,7546.866667,93,476,11101,3585.750334,17.57081961,801.0236331,9775.329022,NA,NA,NA,NA
225,14/8/2007,15686.5,7794.5,951,685,6256,3959.068548,121.7230675,1741.83255,12021.54195,NA,NA,NA,NA
226,15/8/2007,19864.33333,9231.333333,338,508,9787,3866.99494,555.8546049,2158.401065,12293.78467,NA,NA,NA,NA
227,16/8/2007,15974.93333,7536.933333,962,0,7476,3196.963867,144.2948229,707.1932251,9590.642958,NA,NA,NA,NA
228,17/8/2007,16831.53333,8818.533333,244,0,7769,4474.948515,358.2122409,1218.161214,11593.65481,NA,NA,NA,NA
229,18/8/2007,5799.333333,3969.333333,0,0,1830,5477.770403,1642.918749,1836.658776,16589.5289,NA,NA,NA,NA
230,19/8/2007,23704.9,7778.9,1025,8912,5989,3508.096,1921.696931,2518.153526,16678.7331,NA,NA,NA,NA
231,20/8/2007,22314.03333,6934.033333,1032,6965,7383,3633.772667,358.9300706,882.6633107,10677.91662,NA,NA,NA,NA
232,21/8/2007,10709.26667,7375.266667,0,38,3296,4143.792766,503.8364795,1835.25428,13273.38801,NA,NA,NA,NA
233,22/8/2007,20163.46667,8038.466667,3048,1836,7241,4194.88981,974.5709083,2263.154191,13895.79674,NA,NA,NA,NA
234,23/8/2007,18538.53333,10435.53333,2502,259,5342,3671.741669,594.7836135,822.5255045,11537.2828,NA,NA,NA,NA
235,24/8/2007,27603.56667,11986.56667,1891,3782,9944,5097.431977,835.0528035,1343.032468,13872.91955,NA,NA,NA,NA
236,25/8/2007,19181.33333,7163.333333,4149,2191,5678,6245.835088,2140.203562,1969.766158,19183.1019,NA,NA,NA,NA
237,26/8/2007,21915.1,11071.1,1541,3645,5658,4416.69004,2433.14746,2657.967773,19562.30306,NA,NA,NA,NA
238,27/8/2007,20195.5,10317.5,2305,1229,6344,4675.01356,878.0221164,1027.47494,13821.65869,NA,NA,NA,NA
239,28/8/2007,16616.73333,7627.733333,1038,2468,5483,5307.138806,1023.932083,1983.228348,16642.59592,NA,NA,NA,NA
240,29/8/2007,12466.53333,6015.533333,957,562,4932,5467.381597,1489.053632,2412.391877,17451.6507,NA,NA,NA,NA
241,30/8/2007,20040.96667,9417.966667,3822,2580,4221,5038.307176,1097.193893,971.1305313,15237.73358,NA,NA,NA,NA
242,31/8/2007,21330.36667,10726.36667,1200,666,8738,6541.246851,1319.220054,1489.180138,17673.66596,NA,NA,NA,NA
243,1/9/2007,28358.1,15559.1,2497,569,9733,7748.728273,2600.371798,2111.772655,23038.63555,NA,NA,NA,NA
244,2/9/2007,27707.8,13671.8,3613,1617,8806,5959.583537,2864.091308,2794.357293,23426.9924,NA,NA,NA,NA
245,3/9/2007,17315.36667,8856.366667,621,2515,5323,6238.384156,1275.150363,1157.042243,17650.8427,NA,NA,NA,NA
246,4/9/2007,26415.73333,10165.73333,2928,3501,9821,6871.488964,1383.376202,2105.094387,20393.65732,NA,NA,NA,NA
247,5/9/2007,20609.53333,9760.533333,0,4144,6705,7013.706445,1807.739094,2526.050348,21085.03861,NA,NA,NA,NA
248,6/9/2007,15024.56667,7675.566667,0,3888,3461,6548.544633,1372.892527,1076.483409,18717.90698,NA,NA,NA,NA
249,7/9/2007,22274.93333,8703.933333,3632,551,9388,7998.698391,1550.582193,1586.560589,20969.93083,NA,NA,NA,NA
250,8/9/2007,24495.86667,10191.86667,3339,1801,9164,9138.438691,2786.937454,2201.954059,26125.85181,NA,NA,NA,NA
251,9/9/2007,27991.7,12136.7,2184,4438,9233,7268.669229,3006.280189,2878.547552,26286.12975,NA,NA,NA,NA
252,10/9/2007,18622.93333,11479.93333,935,595,5613,7456.300908,1374.231058,1236.862971,20269.3689,NA,NA,NA,NA
253,11/9/2007,16392.86667,9107.866667,943,550,5792,7990.231985,1441.415415,2182.545088,22765.74686,NA,NA,NA,NA
254,12/9/2007,21462.73333,10490.73333,0,3217,7755,8027.937315,1827.532315,2603.458134,23211.59483,NA,NA,NA,NA
255,13/9/2007,19106.36667,11555.36667,1175,2523,3853,7455.64195,1357.878015,1156.439319,20606.39591,NA,NA,NA,NA
256,14/9/2007,18924.5,11543.5,901,676,5804,8798.731105,1504.740559,1671.844006,22634.03041,NA,NA,NA,NA
257,15/9/2007,18255.2,10342.2,0,1449,6464,9834.063333,2714.67952,2295.447152,27584.92536,NA,NA,NA,NA
258,16/9/2007,27537.06667,12045.06667,3118,3064,9310,7864.954458,2912.326085,2983.142034,27564.53784,NA,NA,NA,NA
259,17/9/2007,24353.1,10497.1,6651,926,6279,7960.484898,1263.483734,1355.361788,21395.63831,NA,NA,NA,NA
260,18/9/2007,19458.66667,10116.66667,1888,2029,5425,8411.420129,1318.831894,2317.561872,23771.6198,NA,NA,NA,NA
261,19/9/2007,21644.73333,10964.73333,0,2743,7937,8376.749456,1697.996047,2757.317432,24130.98502,NA,NA,NA,NA
262,20/9/2007,20925.53333,9384.533333,1056,489,9996,7743.81982,1226.075653,1331.080662,21474.2812,NA,NA,NA,NA
263,21/9/2007,20646.33333,8455.333333,3130,2745,6316,9038.717827,1375.046349,1868.732866,23485.31363,NA,NA,NA,NA
264,22/9/2007,19602.86667,9659.866667,944,1311,7688,10038.56765,2591.050279,2515.49573,28453.2963,NA,NA,NA,NA
265,23/9/2007,23632.83333,11490.83333,2831,1929,7382,8046.512804,2798.209438,3226.642613,28481.36952,NA,NA,NA,NA
266,24/9/2007,22575.5,9756.5,929,3935,7955,8131.034542,1161.741937,1621.935083,22388.95009,NA,NA,NA,NA
267,25/9/2007,29405.7,16416.7,916,2253,9820,8581.896226,1231.683107,2606.122458,24865.13815,NA,NA,NA,NA
268,26/9/2007,30371.06667,14237.06667,1058,9415,5661,8556.718234,1626.974489,3066.057884,25343.33041,NA,NA,NA,NA
269,27/9/2007,23210,14177,1066,643,7324,7941.159036,1172.011514,1657.475536,22818.30601,NA,NA,NA,NA
270,28/9/2007,28008.3,13338.3,996,3722,9952,9259.354246,1338.065829,2209.563119,24967.61209,NA,NA,NA,NA
271,29/9/2007,38275.36667,18543.36667,4085,7457,8190,10286.27966,2570.595563,2866.893592,30073.90255,NA,NA,NA,NA
272,30/9/2007,25271.5,13059.5,1405,582,10225,8322.804327,2793.077892,3584.156349,30233.65472,NA,NA,NA,NA
273,1/10/2007,28682.03333,14593.03333,1507,6622,5960,8435.08434,1170.143267,1980.612494,24259.72393,NA,NA,NA,NA
274,2/10/2007,36647.73333,15302.73333,508,8022,12815,8910.58443,1251.312787,2960.611405,26834.95406,NA,NA,NA,NA
275,3/10/2007,21340.9,11645.9,979,5024,3692,8904.729664,1655.101269,3410.721598,27386.98825,NA,NA,NA,NA
276,4/10/2007,25307.63333,12753.63333,2400,444,9710,8301.160562,1205.576502,1986.519999,24905.53992,NA,NA,NA,NA
277,5/10/2007,23234.86667,13458.86667,0,351,9425,9622.24124,1373.790304,2517.173399,27063.94593,NA,NA,NA,NA
278,6/10/2007,29270.66667,14417.66667,4840,347,9666,10641.48447,2605.094448,3147.375693,32141.65028,NA,NA,NA,NA
279,7/10/2007,35101.9,13462.9,2498,8255,10886,8658.657828,2822.975688,3832.080879,32233.03865,NA,NA,NA,NA
280,8/10/2007,18254.03333,12752.03333,0,420,5082,8739.219994,1192.189188,2190.956352,26150.08001,NA,NA,NA,NA
281,9/10/2007,28130.96667,14659.96667,2034,2147,9290,9170.37288,1262.491854,3128.893631,28575.99068,NA,NA,NA,NA
282,10/10/2007,19449.53333,12124.53333,1863,2117,3345,9107.730952,1652.738264,3533.129608,28940.06284,NA,NA,NA,NA
283,11/10/2007,28874.1,18024.1,2630,414,7806,8435.580392,1187.429868,2060.022624,26234.91679,NA,NA,NA,NA
284,12/10/2007,31908.4,14201.4,1020,5028,11659,9677.377471,1338.13337,2539.617416,28137.99903,NA,NA,NA,NA
285,13/10/2007,32112.13333,18881.13333,969,3799,8463,10608.15019,2550.781713,3117.562912,32933.97541,NA,NA,NA,NA
286,14/10/2007,34354.2,16804.2,2930,7494,7126,8529.567925,2749.492299,3749.823347,32723.44183,NA,NA,NA,NA
287,15/10/2007,21105.5,12051.5,1061,339,7654,8509.329047,1099.682229,2057.107753,26325.41188,NA,NA,NA,NA
288,16/10/2007,32740.7,14993.7,0,7871,9876,8837.153555,1151.782543,2945.355568,28430.80058,NA,NA,NA,NA
289,17/10/2007,26282.16667,15796.16667,1065,453,8968,8671.383656,1525.314703,3302.832124,28477.05117,NA,NA,NA,NA
290,18/10/2007,25308.83333,13965.83333,1162,317,9864,7899.166878,1045.420491,1786.878971,25465.16951,NA,NA,NA,NA
291,19/10/2007,34760.8,18689.8,1299,3124,11648,9046.873195,1184.261794,2228.453784,27080.9939,NA,NA,NA,NA
292,20/10/2007,27670.76667,11786.76667,2363,296,13225,9892.412534,2388.304177,2774.024511,31617.35605,NA,NA,NA,NA
293,21/10/2007,32365.66667,16983.66667,3712,4357,7313,7740.219807,2582.119366,3380.258872,31182.56201,NA,NA,NA,NA
294,22/10/2007,27548.26667,14222.26667,0,299,13027,7660.559788,931.4868401,1668.43486,24602.65875,NA,NA,NA,NA
295,23/10/2007,32577.46667,15644.46667,1067,5186,10680,7945.441415,987.096889,2544.910557,26574.7119,NA,NA,NA,NA
296,24/10/2007,31093.93333,17155.93333,4459,364,9115,7755.146586,1368.618678,2898.20744,26541.24731,NA,NA,NA,NA
297,25/10/2007,30898.63333,19602.63333,1478,2433,7385,6978.350235,901.224722,1385.752532,23507.1266,NA,NA,NA,NA
298,26/10/2007,23959.46667,17845.46667,0,348,5766,8142.48504,1056.988374,1838.414394,25160.68879,NA,NA,NA,NA
299,27/10/2007,29761.46667,14582.46667,1374,4856,8949,9026.018707,2282.168302,2402.397767,29795.81794,NA,NA,NA,NA
300,28/10/2007,8535.966667,6487.966667,0,283,1765,6933.412247,2501.015041,3033.937994,29520.36832,NA,NA,NA,NA
301,29/10/2007,9090.466667,6072.466667,0,269,2749,6934.412471,878.8797126,1353.720815,23158.41482,NA,NA,NA,NA
302,30/10/2007,13516.8,7325.8,0,1935,4256,7319.968728,965.9270726,2267.365598,25403.55494,NA,NA,NA,NA
303,31/10/2007,21386.83333,7771.833333,0,4700,8915,7248.779084,1381.216159,2662.525913,25693.41471,NA,NA,NA,NA
304,1/11/2007,8270.266667,5986.266667,0,293,1991,6607.442337,949.2396054,1195.652339,23026.6274,NA,NA,NA,NA
305,2/11/2007,24060.03333,8354.033333,1346,2115,12245,7920.868492,1141.337829,1696.552005,25084.1147,NA,NA,NA,NA
306,3/11/2007,8209.166667,5991.166667,0,282,1936,8964.614471,2403.001621,2310.309063,30151.32678,NA,NA,NA,NA
307,4/11/2007,24761.43333,13306.43333,0,4387,7068,7039.911976,2657.697737,2992.00657,30326.86849,NA,NA,NA,NA
308,5/11/2007,25009.86667,16764.86667,1265,397,6583,7213.038885,1069.997098,1361.174651,24424.97408,NA,NA,NA,NA
309,6/11/2007,34706.3,17396.3,1105,5515,10690,7771.322115,1189.307227,2322.302276,27129.05117,NA,NA,NA,NA
310,7/11/2007,30745.96667,19028.96667,5042,301,6374,7869.774823,1633.971688,2761.965795,27866.43977,NA,NA,NA,NA
311,8/11/2007,25017.66667,16488.66667,1715,314,6500,7391.341879,1227.827128,1335.618405,25625.64853,NA,NA,NA,NA
312,9/11/2007,36187.1,16239.1,0,4573,15375,8857.40369,1441.633631,1872.174327,28077.89128,NA,NA,NA,NA
313,10/11/2007,43526.66667,25758.66667,3697,304,13767,10040.20259,2720.391542,2515.951259,33499.57308,NA,NA,NA,NA
314,11/11/2007,31452.06667,21663.06667,3445,320,6024,8237.956258,2987.178965,3221.41098,33981.14678,NA,NA,NA,NA
315,12/11/2007,35935.76667,17471.76667,1018,4165,13281,8514.307094,1406.289266,1607.622494,28329.79609,NA,NA,NA,NA
316,13/11/2007,36906.63333,19919.63333,978,4933,11076,9154.393478,1526.969972,2578.784637,31223.16024,NA,NA,NA,NA
317,14/11/2007,34133.23333,16438.23333,1055,295,16345,9311.54373,1967.525703,3021.361025,32084.24122,NA,NA,NA,NA
318,15/11/2007,24866.46667,15186.46667,1606,571,7503,8867.565233,1551.875635,1590.871311,29898.7518,NA,NA,NA,NA
319,16/11/2007,38495.9,18280.9,1991,4660,13564,10343.27751,1750.981261,2116.472531,32336.72395,NA,NA,NA,NA
320,17/11/2007,43501.56667,23724.56667,2588,2199,14990,11510.95269,3010.157654,2742.894137,37675.02539,NA,NA,NA,NA
321,18/11/2007,36397.63333,22033.63333,5201,2097,7066,9669.427343,3252.902649,3425.166832,38006.20403,NA,NA,NA,NA
322,19/11/2007,28727.56667,16635.56667,1089,253,10750,9883.534735,1644.023478,1783.069879,32141.11668,NA,NA,NA,NA
323,20/11/2007,34930.93333,18935.93333,1015,3954,11026,10440.14378,1733.362599,2721.634284,34762.55855,NA,NA,NA,NA
324,21/11/2007,29197.26667,18054.26667,1139,549,9455,10494.80645,2139.885669,3128.255191,35300.03696,NA,NA,NA,NA
325,22/11/2007,32206.3,20041.3,2867,297,9001,9931.987309,1688.22261,1659.458132,32746.95095,NA,NA,NA,NA
326,23/11/2007,42043.63333,20009.63333,2168,6181,13685,11275.52563,1850.077943,2145.453531,34782.00127,NA,NA,NA,NA
327,24/11/2007,31650.9,12495.9,1573,4131,13451,12300.99549,3071.524086,2732.043821,39691.48321,NA,NA,NA,NA
328,25/11/2007,23259.96667,13746.96667,3556,279,5678,10310.72995,3276.81248,3375.324011,39577.8885,NA,NA,NA,NA
329,26/11/2007,26161.93333,15859.93333,1088,288,8926,10373.16086,1631.482559,1696.101156,33262.27897,NA,NA,NA,NA
330,27/11/2007,46683.53333,19489.53333,1063,11020,15111,10778.76306,1686.070751,2600.37085,35437.6552,NA,NA,NA,NA
331,28/11/2007,27415.66667,17654.66667,1182,769,7810,10686.60726,2060.182886,2976.404809,35543.47086,NA,NA,NA,NA
332,29/11/2007,28653.83333,17521.83333,2031,283,8818,9984.498101,1579.021343,1481.494842,32582.5611,NA,NA,NA,NA
333,30/11/2007,38862.13333,17320.13333,0,7941,13601,11199.35002,1714.783442,1946.48818,34242.31621,NA,NA,NA,NA
334,1/12/2007,52249.03333,24693.03333,9356,353,17847,12109.46895,2913.945054,2517.679042,38816.75949,NA,NA,NA,NA
335,2/12/2007,49103.13333,29462.13333,2090,6915,10636,10019.50796,3101.064504,3151.49766,38414.96096,NA,NA,NA,NA
336,3/12/2007,29367.66667,17499.66667,1141,299,10428,9999.750255,1441.886933,1468.922515,31863.25474,NA,NA,NA,NA
337,4/12/2007,34460.6,19059.6,1012,5828,8561,10342.00982,1487.051358,2375.954056,33858.4874,NA,NA,NA,NA
338,5/12/2007,35885.33333,21249.33333,3422,295,10919,10206.15527,1856.163821,2760.704036,33842.4509,NA,NA,NA,NA
339,6/12/2007,41465.56667,24488.56667,4751,318,11908,9480.233885,1374.327871,1280.145673,30818.7706,NA,NA,NA,NA
340,7/12/2007,29483.6,15051.6,459,3710,10263,10690.84911,1513.548746,1764.659408,32474.08052,NA,NA,NA,NA
341,8/12/2007,36890.06667,21120.06667,1133,2354,12283,11615.45917,2720.025012,2359.938828,37100.14421,NA,NA,NA,NA
342,9/12/2007,37909.73333,22577.73333,4176,2428,8728,9557.364556,2917.962489,3021.697558,36802.35186,NA,NA,NA,NA
343,10/12/2007,29312.56667,19651.56667,1102,278,8281,9585.036698,1272.69028,1370.102346,30402.0585,NA,NA,NA,NA
344,11/12/2007,38418.4,20811.4,1050,3817,12740,9988.076881,1334.380821,2310.270035,32589.98757,NA,NA,NA,NA
345,12/12/2007,26467.7,17302.7,1152,254,7759,9923.809205,1722.136946,2729.381902,32800.84847,NA,NA,NA,NA
346,13/12/2007,30795.76667,19333.76667,1103,1448,8911,9277.482613,1260.5368,1283.45984,30030.43385,NA,NA,NA,NA
347,14/12/2007,32913.46667,15143.46667,980,3849,12941,10572.73303,1421.052579,1801.938473,31957.02237,NA,NA,NA,NA
348,15/12/2007,45614.6,25908.6,1706,3687,14313,11583.97079,2649.356436,2429.597005,36863.73937,NA,NA,NA,NA
349,16/12/2007,46036.96667,27416.96667,3410,2281,12929,9611.458604,2869.147993,3121.290922,36847.29898,NA,NA,NA,NA
350,17/12/2007,29951.1,17505.1,1636,243,10567,9720.729882,1245.282933,1496.408071,30720.58602,NA,NA,NA,NA
351,18/12/2007,43719.9,25693.9,1123,5810,11093,10198.63378,1327.504246,2459.386207,33166.29485,NA,NA,NA,NA
352,19/12/2007,36600.86667,21030.86667,1233,2658,11679,10200.00842,1734.538848,2896.844911,33611.76769,NA,NA,NA,NA
353,20/12/2007,32495.96667,16768.96667,1859,276,13592,9607.955023,1290.650188,1464.375926,31046.29169,NA,NA,NA,NA
354,21/12/2007,33042.93333,19400.93333,1191,200,12251,10944.36195,1467.06264,1991.125596,33142.67526,NA,NA,NA,NA
355,22/12/2007,43521.06667,22479.06667,3819,4550,12673,11982.34206,2709.270913,2621.732996,38179.75145,NA,NA,NA,NA
356,23/12/2007,40150.8,23126.8,1971,3091,11962,10021.34724,2940.868876,3311.063681,38251.22777,NA,NA,NA,NA
357,24/12/2007,37630.8,17979.8,2985,2316,14350,10126.60896,1326.677294,1678.663609,32168.33827,NA,NA,NA,NA
358,25/12/2007,44916.13333,27876.13333,4588,3368,9084,10585.19048,1416.472111,2629.270383,34613.51317,NA,NA,NA,NA
359,26/12/2007,43004.66667,29642.66667,1109,2773,9480,10552.6521,1829.076162,3049.934957,35015.20779,NA,NA,NA,NA
360,27/12/2007,42203.3,28631.3,4122,1490,7960,9913.302275,1388.905106,1596.798147,32365.15065,NA,NA,NA,NA
361,28/12/2007,51884.2,25527.2,1980,8554,15823,11190.68444,1567.383621,2099.656088,34339.83281,NA,NA,NA,NA
362,29/12/2007,54982.6,32806.6,4836,2434,14906,12159.96384,2810.245376,2703.878687,39222.88873,NA,NA,NA,NA
363,30/12/2007,42648.6,21971.6,3595,3597,13485,10122.97982,3041.351488,3365.121618,39113.79184,NA,NA,NA,NA
364,31/12/2007,36942.36667,19414.36667,0,3457,14071,10147.61405,1425.807289,1703.757025,32830.32514,NA,NA,NA,NA
365,1/1/2008,45995.63333,28440.63333,2461,2739,12355,10523.76249,1513.679392,2625.36075,35062.04707,NA,NA,NA,NA
366,2/1/2008,27401.76667,15320.76667,0,3094,8987,10409.91468,1924.076282,3017.809928,35244.90073,NA,NA,NA,NA
367,3/1/2008,25168.46667,16521.46667,1130,846,6671,9693.315773,1481.683553,1538.035968,32378.23226,NA,NA,NA,NA
368,4/1/2008,38197.53333,19878.53333,1241,5326,11752,10900.36344,1658.170171,2016.567723,34146.04715,NA,NA,NA,NA
369,5/1/2008,36387.46667,19397.46667,2113,286,14591,11808.90678,2899.479551,2599.429531,38839.16145,NA,NA,NA,NA
370,6/1/2008,30419.73333,18184.73333,1966,2445,7824,9723.21501,3129.640437,3242.835234,38563.67748,NA,NA,NA,NA
371,7/1/2008,28263.56667,16399.56667,1288,282,10294,9713.268873,1513.877607,1567.603829,32143.25068,NA,NA,NA,NA
372,8/1/2008,34059.16667,18558.16667,2197,3511,9793,10070.66477,1602.324566,2479.634995,34272.37373,NA,NA,NA,NA
373,9/1/2008,29807.33333,19398.33333,1162,284,8963,9955.137147,2014.101581,2866.998612,34390.83094,NA,NA,NA,NA
374,10/1/2008,31567.93333,19983.93333,1307,285,9992,9254.676232,1573.850226,1386.683529,31500.59337,NA,NA,NA,NA
375,11/1/2008,28430.3,18882.3,1261,290,7997,10495.89449,1753.140827,1869.140451,33286.98682,NA,NA,NA,NA
376,12/1/2008,47856.8,28525.8,5594,2621,11116,11456.30996,2997.76656,2460.183615,38040.79216,NA,NA,NA,NA
377,13/1/2008,48027.6,31820.6,6505,340,9362,9439.314618,3231.55906,3115.692229,37866.70926,NA,NA,NA,NA
378,14/1/2008,33748.86667,17753.86667,5918,339,9738,9513.480925,1619.505436,1456.037088,31585.65132,NA,NA,NA,NA
379,15/1/2008,44781.86667,22604.86667,782,6883,14512,9968.496167,1711.468654,2386.570254,33888.09527,NA,NA,NA,NA
380,16/1/2008,35597.53333,21614.53333,1162,3430,9391,9961.729356,2126.274391,2794.731528,34208.63916,NA,NA,NA,NA
381,17/1/2008,26204.7,16190.7,1007,350,8657,9378.406603,1688.25528,1336.816408,31543.03452,NA,NA,NA,NA
382,18/1/2008,36449.8,19586.8,1034,846,14983,10742.04695,1868.668634,1842.539892,33569.52176,NA,NA,NA,NA
383,19/1/2008,33005.1,16415.1,2521,6054,8015,11826.8248,3113.0011,2456.960141,38571.12384,NA,NA,NA,NA
384,20/1/2008,29006.13333,21911.13333,1775,380,4940,9932.625178,3344.794794,3135.202361,38644.32374,NA,NA,NA,NA
385,21/1/2008,30983.3,20160.3,0,376,10447,10124.44251,1728.774495,1496.907659,32601.58715,NA,NA,NA,NA
386,22/1/2008,38750.3,18888.3,4670,7640,7552,10688.41011,1814.577577,2446.744139,35124.94931,NA,NA,NA,NA
387,23/1/2008,31371.8,16509.8,1116,387,13359,10778.46268,2220.849486,2871.533315,35640.81084,NA,NA,NA,NA
388,24/1/2008,27417.03333,20055.03333,1107,320,5935,10276.605,1771.795454,1427.036033,33137.20377,NA,NA,NA,NA
389,25/1/2008,37330.93333,23500.93333,0,2421,11409,11703.43648,1938.60431,1942.531697,35285.34947,NA,NA,NA,NA
390,26/1/2008,47249.8,26407.8,4925,311,15606,12830.5952,3166.757667,2562.754422,40362.15762,NA,NA,NA,NA
391,27/1/2008,39696.1,24786.1,3725,3818,7367,10955.88556,3379.858907,3242.62613,40459.08625,NA,NA,NA,NA
392,28/1/2008,38469.93333,24255.93333,1142,280,12792,11142.7382,1742.761461,1601.711078,34384.81905,NA,NA,NA,NA
393,29/1/2008,44600.4,25837.4,1487,6199,11077,11676.28792,1805.298015,2544.72896,36818.9748,NA,NA,NA,NA
394,30/1/2008,27344.1,19822.1,0,261,7261,11710.07032,2186.373494,2958.679632,37186.99042,NA,NA,NA,NA
395,31/1/2008,32565.36667,21696.36667,1165,267,9437,11126.30976,1710.512546,1499.623691,34477.43619,NA,NA,NA,NA
396,1/2/2008,25577.53333,17720.53333,336,280,7241,12446.44748,1849.277517,1997.252904,36363.58382,NA,NA,NA,NA
397,2/2/2008,48933.9,24734.9,6247,2764,15188,13443.57356,3048.570346,2596.81438,41125.87588,NA,NA,NA,NA
398,3/2/2008,34742.8,19536.8,2319,4435,8452,11417.52714,3232.452987,3253.828835,40860.71752,NA,NA,NA,NA
399,4/2/2008,27135.63333,16191.63333,1161,252,9531,11434.31421,1566.266082,1588.527918,34383.04829,NA,NA,NA,NA
400,5/2/2008,41207.6,18589.6,1098,7803,13717,11782.12977,1600.34776,2506.348215,36379.91186,NA,NA,NA,NA
401,6/2/2008,27825.66667,16927.66667,2114,356,8428,11617.98661,1954.11568,2895.035537,36285.16855,NA,NA,NA,NA
402,7/2/2008,25305.16667,16921.16667,0,295,8089,10827.9249,1452.603323,1411.404332,33096.61386,NA,NA,NA,NA
403,8/2/2008,32509.4,20085.4,940,1921,9563,11937.45358,1567.866793,1885.886801,34497.32869,NA,NA,NA,NA
404,9/2/2008,35037.93333,19856.93333,2050,2838,10293,12723.88936,2746.275845,2464.436219,38777.91544,NA,NA,NA,NA
405,10/2/2008,36411.9,20766.9,2562,2955,10128,10491.36007,2912.323994,3103.225423,38045.047,NA,NA,NA,NA
406,11/2/2008,28200.26667,17955.26667,1018,297,8930,10310.12419,1231.737689,1423.065942,31123.79261,NA,NA,NA,NA
407,12/2/2008,33129.96667,17126.96667,2009,1856,12138,10472.49576,1255.186643,2329.885931,32710.94471,NA,NA,NA,NA
408,13/2/2008,31674.96667,17961.96667,2530,3615,7568,10139.37931,1602.35862,2711.820935,32249.49793,NA,NA,NA,NA
409,14/2/2008,26743.7,15853.7,1300,291,9299,9200.391323,1098.489852,1225.962678,28745.54917,NA,NA,NA,NA
410,15/2/2008,33420.13333,17171.13333,1109,1723,13417,10184.22133,1215.767459,1702.900746,29889.4501,NA,NA,NA,NA
411,16/2/2008,39115.8,24080.8,1076,2360,11599,10870.9004,2400.617661,2288.621848,33977.87089,NA,NA,NA,NA
412,17/2/2008,32222.8,20734.8,3182,2257,6049,8566.745225,2577.514692,2939.207681,33122.20656,NA,NA,NA,NA
413,18/2/2008,25240.06667,14644.06667,0,251,10345,8343.631259,912.0903744,1275.256897,26150.79323,NA,NA,NA,NA
414,19/2/2008,35448.6,17656.6,1881,4711,11200,8494.884719,954.8464246,2202.369177,27762.16078,NA,NA,NA,NA
415,20/2/2008,37563.16667,20688.16667,3655,5516,7704,8181.799037,1325.232693,2608.245279,27399.47475,NA,NA,NA,NA
416,21/2/2008,27230.83333,18400.83333,0,307,8523,7293.752344,848.1824044,1149.447925,24067.43688,NA,NA,NA,NA
417,22/2/2008,28876.06667,15623.06667,1167,1985,10101,8358.579013,995.5206371,1655.958049,25453.47523,NA,NA,NA,NA
418,23/2/2008,30566.16667,16592.16667,1684,2250,10040,9154.862516,2213.259644,2273.09064,29849.88144,NA,NA,NA,NA
419,24/2/2008,21050.13333,8517.133333,754,332,11447,6986.917104,2425.41575,2956.210732,29362.32404,NA,NA,NA,NA
420,25/2/2008,8408.133333,6231.133333,0,321,1856,6924.110357,797.1275827,1325.174492,22812.20226,NA,NA,NA,NA
421,26/2/2008,8452,6144,0,295,2013,7256.815318,878.3774889,2284.832887,24890.06287,NA,NA,NA,NA
422,27/2/2008,9445.333333,6150.333333,0,326,2969,7142.995896,1288.079133,2722.151216,25030.22843,NA,NA,NA,NA
423,28/2/2008,8486.4,6177.4,0,281,2028,6468.400405,850.6221358,1292.988841,22227.90154,NA,NA,NA,NA
424,29/2/2008,22222.46667,10387.46667,0,3773,8062,7757.01423,1037.289789,1826.673117,24160.57063,NA,NA,NA,NA
425,1/3/2008,19031.26667,15020.26667,0,1287,2724,8783.436857,2293.563264,2467.931272,29110.36936,NA,NA,NA,NA
426,2/3/2008,19370.43333,11561.43333,0,5244,2565,6847.948663,2542.946881,3171.620358,29172.8131,NA,NA,NA,NA
427,3/3/2008,17342.5,13380.5,0,2207,1755,7015.917473,950.0940476,1557.179881,23159.37129,NA,NA,NA,NA
428,4/3/2008,27816.5,14709.5,1249,2443,9415,7573.831629,1064.535596,2529.144288,25751.09309,NA,NA,NA,NA
429,5/3/2008,33953.46667,17482.46667,1145,9797,5529,7675.961418,1504.773428,2974.268394,26373.42987,NA,NA,NA,NA
